"Plot";"Plot_abb";"Dendro_ID";"Dendro_active";"Position";"Tree_species";"Group";"Exposition";"Dbh";"Height";"Social_class";"Crown_width";"Year_CE";"Begin";"End";"Period";"Growth";"Product";"Const"
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2008;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2008;124;229,239583333333;105,239583333333;0,927;0,00880847273087202;1,06629642485248
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;117;299,375;182,375;3,51871;0,0192938176833448;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;122;223,21875;101,21875;1,855;0,0183266440259339;1,14270073783015
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;106;284,270833333333;178,270833333333;3,876;0,0217421993689377;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;107;248,15625;141,15625;1,42;0,0100597741864069;1,60879112439578
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;117;261,489583333333;144,489583333333;2,80099999040003;0,019385480432442;2,64250849672459
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;117;223,197916666667;106,197916666667;1,30499995520012;0,0122883762333704;1,29075695963154
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;103;248,208333333333;145,208333333333;4,76299999680001;0,0328011477541464;0,58951353500211
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;116;211,083333333333;95,0833333333333;1,74900450737672;0,0183944382896763;2,29291177674494
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;115;211,083333333333;96,0833333333333;1,47499998080007;0,0153512573890727;1,94594905944577
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;104;228,427083333333;124,427083333333;3,27739999360002;0,0263399246032317;1,01886792452768
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;106;222,6875;116,6875;2,158;0,0184938403856454;0,232695933207649
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;106;248,208333333333;142,208333333333;4,21831999999999;0,0296629592733665;1,04945324976605
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2009;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2009;103;180,208333333333;77,2083333333333;0,693;0,00897571505666487;2,90909090909091
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;121;251,479166666667;130,479166666667;3,24769999872;0,0248905636178445;2,2529529001194
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;120;243,34375;123,34375;1,625;0,0131745629592095;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;120;227,4375;107,4375;2,5967;0,024169400814427;2,97887872834426
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;121;229,458333333333;108,458333333333;1,01299999680001;0,00933999228705351;2,11143695014637
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;129;243,395833333333;114,395833333333;3,437;0,0300448005827718;2,4774193548387
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;129;205,583333333333;76,5833333333333;1,42509312;0,0186083976496192;2,67137795618412
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;112;238,916666666667;126,916666666667;3,60899999360002;0,0284359815648065;1,73912820870164
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;114;205,020833333333;91,0208333333333;1,96577609680001;0,0215969907636531;2,27667984189696
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;114;205,104166666667;91,1041666666667;1,75099999360002;0,0192197575332268;2,67090668871097
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;114;228,90625;114,90625;2,576;0,0224182757682894;0,839038601602332
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;110;204,708333333333;94,7083333333333;1,25899999680001;0,0132934447528378;1,81132075471036
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;115;228,416666666667;113,416666666667;3,17499999680001;0,0279941219409259;2,95385087998222
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2010;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2010;121;172,21875;51,21875;0,445169;0,00869152410006101;2,50076607195868
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;109;283,5;174,5;5,20573717277487;0,0298323047150422;2,33434650455928
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;114;248,416666666667;134,416666666667;2,80669999680001;0,0208805951404836;0,865464845491783
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;110;283,479166666667;173,479166666667;4,94629998400003;0,0285123572993877;0,00153599720215145
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;104;248,4375;144,4375;3,9965;0,0276694071830376;1,87609147609146
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;105;227,53125;122,53125;3,31162356020942;0,0270267671325431;2,56
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;111;204,395833333333;93,3958333333333;1,052;0,0112638857907651;2,3999961600103
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;110;205,208333333333;95,2083333333333;0,915;0,00961050328227571;0,644071682221002
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;110;219,927083333333;109,927083333333;2,17649999856001;0,0197994882840671;0,811035078618537
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;113;195,208333333333;82,2083333333333;0,56;0,00681196147997973;1,6551724137931
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;107;210,78125;103,78125;1,4217277486911;0,013699273700125;0,869847428021842
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;110;195,34375;85,34375;1,198;0,0140373489564262;1,21518890126844
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2011;103;248,4375;145,4375;4,87916492146597;0,0335481902636251;1,73768536878355
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2011;101;248,416666666667;147,416666666667;3,86932408152964;0,0262475347531688;2,55034817039415
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2011;101;220,125;119,125;2,7365664921466;0,02297222658675;1,4873237863257
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2011;151;196,197916666667;45,1979166666667;0,451999996800009;0,0100004608648999;2,40816313469423
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;126;286,520833333333;160,520833333333;3,827;0,0238411421155094;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;123;286,239583333333;163,239583333333;3,2415;0,0198573160615149;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;118;286,53125;168,53125;6,877;0,0408054885963286;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;121;204,333333333333;83,3333333333333;3,779;0,045348;0,879581151832517
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;118;257,177083333333;139,177083333333;4,32329999680001;0,0310633036219445;0,999768643184201
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;121;220,0625;99,0625;1,6862;0,0170215772870662;1,69599999999999
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;121;219,395833333333;98,3958333333333;2,08909999712001;0,0212315900617744;2,8789970899052
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;118;229,458333333333;111,458333333333;2,8243;0,0253395140186916;1,8310614147173
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;121;219,333333333333;98,3333333333333;1,672;0,0170033898305085;1,49999999999996
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;126;224,302083333333;98,3020833333333;2,11409999936;0,0215061566110586;2,90370357728444
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;123;238,291666666667;115,291666666667;3,08059999968;0,0267200578215829;0,518607479855866
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2012;110;267,333333333333;157,333333333333;6,5429;0,0415862288135593;0
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2012;106;267,229166666667;161,229166666667;3,43979999680001;0,0213348494439075;1,82383419689119
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2012;106;246,458333333333;140,458333333333;3,7315;0,0265665974488282;0,902585531470357
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2012;118;166,239583333333;48,2395833333333;0,607;0,0125830274238825;2,74029012634534
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;149;286,135416666667;137,135416666667;2,70979999776;0,0197600303672587;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;139;289,416666666667;150,416666666667;1,97099999040002;0,0131036010442106;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;130;262,291666666667;132,291666666667;3,209079998912;0,024257612590201;0,000104447812191021
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;135;289,458333333333;154,458333333333;2,61099999040003;0,0169042351684923;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2013;127;252,635416666667;125,635416666667;4,78799998400004;0,0381102726526825;1,56279248371615
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2013;125;219,385416666667;94,3854166666667;1,99989999680001;0,0211886546399736;1,484537665975
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2013;123;210,729166666667;87,7291666666667;2,15079999040003;0,0245163617998578;2,89505539396563
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2013;124;197;73;2,445;0,0334931506849315;0
